EBO,Ebon,MH,EBO,Ebon,
ECH,Echuca,AU,ECH,Echuca,
EOI,Eday,GB,EOI,Eday,
EDE,Edenton,US,EDE,Edenton (Municipal),Municipal
EDG,Edgewood,US,EDG,Edgewood (Weide AAF),Weide AAF
EDI,Edinburgh,GB,EDI,Edinburgh,
YEA,Edmonton,CA,YEG,Edmonton (International),International
YEA,Edmonton,CA,YXD,Edmonton (Municipal),Municipal
YEA,Edmonton,CA,YED,Edmonton (Namao Field),Namao Field
EDA,Edna Bay,US,EDA,Edna Bay,
EDO,Edremit/Korfez,TR,EDO,Edremit/Korfez,
YET,Edson,CA,YET,Edson,
EDR,Edward River,AU,EDR,Edward River,
EDW,Edwards AFB,US,EDW,Edwards AFB (AFB),AFB
EEK,Eek,US,EEK,Eek,
EFG,Efogi,PG,EFG,Efogi,
EGX,Egegik,US,EGX,Egegik,
EGS,Egilsstadir,IS,EGS,Egilsstadir,
EIA,Eia,PG,EIA,Eia (Popondetta),Popondetta
EFB,Eight Fathom Bight,US,EFB,Eight Fathom Bight,
HCM,Eil,SO,HCM,Eil,
EIY,Ein Yahav,IL,EIY,Ein Yahav,
EIH,Einasleigh,AU,EIH,Einasleigh,
EIN,Eindhoven,NL,EIN,Eindhoven,
ERN,Eirunepe,BR,ERN,Eirunepe,
EIB,Eisenach,DE,EIB,Eisenach,
EIK,Eisk,RU,EIK,Eisk,
SVX,Ekaterinburg,RU,SVX,Ekaterinburg (Koltsovo),Koltsovo
YOA,Ekati,CA,YOA,Ekati,
EKE,Ekereku,GY,EKE,Ekereku,
EKB,Ekibastuz,KZ,EKB,Ekibastuz,
KKU,Ekuk,US,KKU,Ekuk,
KEK,Ekwok,US,KEK,Ekwok,
EBG,El Bagre,CO,EBG,El Bagre,
ELB,El Banco,CO,ELB,El Banco (San Bernado),San Bernado
EHL,El Bolson,AR,EHL,El Bolson,
EBM,El Borma,TN,EBM,El Borma,
CJN,El Cajon,US,CJN,El Cajon,
FTE,El Calafate,AR,FTE,El Calafate,
IPL,El Centro,US,IPL,El Centro (Imperial County),Imperial County
IPL,El Centro,US,NJK,El Centro (NAF),NAF
ECR,El Charco,CO,ECR,El Charco,
ELD,El Dorado,US,ELD,El Dorado (Goodwin Field),Goodwin Field
EDK,El Dorado,US,EDK,El Dorado,
EOR,El Dorado,VE,EOR,El Dorado,
ECO,El Encanto,CO,ECO,El Encanto,
ELF,El Fasher,SD,ELF,El Fasher,
ELG,El Golea,DZ,ELG,El Golea,
ZLG,El Gouera,MR,ZLG,El Gouera,
EMX,El Maiten,AR,EMX,El Maiten,
EMY,El Minya,EG,EMY,El Minya,
EMT,El Monte,US,EMT,El Monte,
ENJ,El Naranjo,GT,ENJ,El Naranjo,
ENI,El Nido,PH,ENI,El Nido,
EBD,El Obeid,SD,EBD,El Obeid,
ELU,El Oued,DZ,ELU,El Oued (Guemar),Guemar
EPA,El Palomar,AR,EPA,El Palomar,
ELP,El Paso,US,BIF,El Paso (Biggs AAF),Biggs AAF
ELP,El Paso,US,ELP,El Paso (International),International
EPS,El Portillo/Samana,DO,EPS,El Portillo/Samana (El Portillo),El Portillo
PVE,El Porvenir,PA,PVE,El Porvenir,
ELE,El Real,PA,ELE,El Real,
ELJ,El Recreo,CO,ELJ,El Recreo,
ESR,El Salvador,CL,ESR,El Salvador,
ELX,El Tigre,VE,ELX,El Tigre,
VIG,El Vigia,VE,VIG,El Vigia,
EYP,El Yopal,CO,EYP,El Yopal,
ETH,Elat,IL,ETH,Elat,
EZS,Elazig,TR,EZS,Elazig,
EBA,Elba Island,IT,EBA,Elba Island (Marina Di Campo),Marina Di Campo
ELC,Elcho Island,AU,ELC,Elcho Island,
EDB,Eldebba,SD,EDB,Eldebba,
ELO,Eldorado,AR,ELO,Eldorado,
EDL,Eldoret,KE,EDL,Eldoret,
ERO,Eldred Rock,US,ERO,Eldred Rock (Coast Guard),Coast Guard
GCD,Electric City,US,GCD,Electric City (Grand Coulee Dam),Grand Coulee Dam
ELR,Elelim,ID,ELR,Elelim,
ELV,Elfin Cove,US,ELV,Elfin Cove (Sea Plane Base),Sea Plane Base
ELI,Elim,US,ELI,Elim,
EPT,Eliptamin,PG,EPT,Eliptamin,
ESL,Elista,RU,ESL,Elista,
EYS,Eliye Springs,KE,EYS,Eliye Springs,
ECG,Elizabeth City,US,ECG,Elizabeth City,
EKX,Elizabethtown,US,EKX,Elizabethtown,
ELK,Elk City,US,ELK,Elk City (Municipal),Municipal
EKD,Elkedra,AU,EKD,Elkedra,
EKI,Elkhart,US,EKI,Elkhart (Municipal),Municipal
EKN,Elkins,US,EKN,Elkins,
EKO,Elko,US,EKO,Elko,
ELW,Ellamar,US,ELW,Ellamar,
ELN,Ellensburg,US,ELN,Ellensburg (Bowers Field),Bowers Field
YEL,Elliot Lake,CA,YEL,Elliot Lake,
ELL,Ellisras,ZA,ELL,Ellisras,
ELM,Elmira,US,ELM,Elmira (Regional),Regional
EOZ,Elorza,VE,EOZ,Elorza,
LYU,Ely,US,LYU,Ely,
ELY,Ely,US,ELY,Ely (Yelland),Yelland
EAE,Emae,VU,EAE,Emae,
EMS,Embessa,PG,EMS,Embessa,
EME,Emden,DE,EME,Emden,
EMD,Emerald,AU,EMD,Emerald,
EMI,Emirau,PG,EMI,Emirau,
EML,Emmen,CH,EML,Emmen,
EMK,Emmonak,US,EMK,Emmonak,
EMO,Emo,PG,EMO,Emo,
EMG,Empangeni,ZA,EMG,Empangeni,
EMP,Emporia,US,EMP,Emporia,
NUD,En Nahud,SD,NUD,En Nahud,
EWI,Enarotali,ID,EWI,Enarotali,
ENO,Encarnacion,PY,ENO,Encarnacion (Teniente Prim Alarcon),Teniente Prim Alarcon
ENE,Ende,ID,ENE,Ende,
BGM,Endicott,US,BGM,Endicott,
ENB,Eneabba West,AU,ENB,Eneabba West,
ENT,Enewetak Island,MH,ENT,Enewetak Island,
EGA,Engati,PG,EGA,Engati,
WDG,Enid,US,WDG,Enid (Enid Woodring Mun.),Enid Woodring Mun.
WDG,Enid,US,END,Enid (Vance AFB),Vance AFB
EIE,Eniseysk,RU,EIE,Eniseysk,
XWQ,Enkoping,SE,XWQ,Enkoping,
ENK,Enniskillen,GB,ENK,Enniskillen (St Angelo),St Angelo
ENF,Enontekio,FI,ENF,Enontekio,
ENS,Enschede,NL,ENS,Enschede (Twente),Twente
ESE,Ensenada,MX,ESE,Ensenada,
ENH,Enshi,CN,ENH,Enshi,
EBB,Entebbe,UG,EBB,Entebbe,
ETS,Enterprise,US,ETS,Enterprise (Municipal),Municipal
ENU,Enugu,NG,ENU,Enugu,
EPN,Epena,CG,EPN,Epena,
EPH,Ephrata,US,EPH,Ephrata,
EPI,Epi,VU,EPI,Epi,
EPL,Epinal,FR,EPL,Epinal (Mirecourt),Mirecourt
EPK,Episkopi,CY,EPK,Episkopi,
EDQ,Erandique,HN,EDQ,Erandique,
ERE,Erave,PG,ERE,Erave,
EBL,Erbil,IQ,EBL,Erbil (International),International
ECN,Ercan,CY,ECN,Ercan,
ERT,Erdenet,MN,ERT,Erdenet,
ERM,Erechim,BR,ERM,Erechim (Comandante Kraemer),Comandante Kraemer
ERF,Erfurt,DE,ERF,Erfurt,
ERI,Erie,US,ERI,Erie (International),International
ERA,Erigavo,SO,ERA,Erigavo,
EDD,Erldunda,AU,EDD,Erldunda,
ERB,Ernabella,AU,ERB,Ernabella,
ERH,Errachidia,MA,ERH,Errachidia,
ERR,Errol,US,ERR,Errol,
ERU,Erume,PG,ERU,Erume,
ERC,Erzincan,TR,ERC,Erzincan,
ERZ,Erzurum,TR,ERZ,Erzurum,
ESA,Esa'Ala,PG,ESA,Esa'Ala,
EBJ,Esbjerg,DK,EBJ,Esbjerg,
ESC,Escanaba,US,ESC,Escanaba (Delta County),Delta County
EKT,Eskilstuna,SE,EKT,Eskilstuna,
ESK,Eskisehir,TR,ESK,Eskisehir,
AOE,Eskisehir,TR,AOE,Eskisehir (Anadolu University),Anadolu University
ESM,Esmeraldas,EC,ESM,Esmeraldas,
ESO,Espanola,US,ESO,Espanola,
EPR,Esperance,AU,EPR,Esperance,
ESI,Espinosa,BR,ESI,Espinosa,
SON,Espiritu Santo,VU,SON,Espiritu Santo (Pekoa),Pekoa
EQS,Esquel,AR,EQS,Esquel,
YPF,Esquimalt,CA,YPF,Esquimalt,
ESU,Essaouira,MA,ESU,Essaouira,
ESS,Essen,DE,ESS,Essen,
YEN,Estevan,CA,YEN,Estevan,
YEP,Estevan Point,CA,YEP,Estevan Point,
EST,Estherville,US,EST,Estherville (Municipal),Municipal
ETD,Etadunna,AU,ETD,Etadunna,
EUA,Eua,TO,EUA,Eua (Kaufana),Kaufana
EUC,Eucla,AU,EUC,Eucla,
EUF,Eufaula,US,EUF,Eufaula (Weedon Field),Weedon Field
EUG,Eugene,US,EUG,Eugene,
UCE,Eunice,US,UCE,Eunice,
EKA,Eureka,US,EKA,Eureka (Murray Field),Murray Field
YEU,Eureka,CA,YEU,Eureka,
EUE,Eureka,US,EUE,Eureka,
EVD,Eva Downs,AU,EVD,Eva Downs,
EVA,Evadale,US,EVA,Evadale (Landing Strip),Landing Strip
EVH,Evans Head,AU,EVH,Evans Head,
EVW,Evanston,US,EVW,Evanston,
EVV,Evansville,US,EVV,Evansville (Dress Regional),Dress Regional
EVM,Eveleth,US,EVM,Eveleth,
PAE,Everett,US,PAE,Everett (Snohomish County),Snohomish County
EVX,Evreux,FR,EVX,Evreux,
EWE,Ewer,ID,EWE,Ewer,
EWO,Ewo,CG,EWO,Ewo,
EXI,Excursion Inlet,US,EXI,Excursion Inlet (Sea Plane Base),Sea Plane Base
EXT,Exeter,GB,EXT,Exeter,
EXM,Exmouth Gulf,AU,EXM,Exmouth Gulf,
FAC,Faaite,PF,FAC,Faaite,
FNG,Fada Ngourma,BF,FNG,Fada Ngourma,
VDB,Fagernes,NO,VDB,Fagernes (Valdres),Valdres
FAG,Fagurholsmyri,IS,FAG,Fagurholsmyri,
FAU,Fahud,OM,FAU,Fahud,
FIE,Fair Isle,GB,FIE,Fair Isle,
FAI,Fairbanks,US,EIL,Fairbanks (Eielson AFB),Eielson AFB
FAI,Fairbanks,US,FBK,Fairbanks (Ft Wainwright),Ft Wainwright
FAI,Fairbanks,US,FAI,Fairbanks (International),International
FAI,Fairbanks,US,MTX,Fairbanks (Metro Field),Metro Field
FAI,Fairbanks,US,PII,Fairbanks (Phillips Field),Phillips Field
FBY,Fairbury,US,FBY,Fairbury (Municipal),Municipal
SUU,Fairfield,US,SUU,Fairfield (Travis AFB),Travis AFB
FFL,Fairfield,US,FFL,Fairfield (Municipal),Municipal
FFD,Fairford,GB,FFD,Fairford (RAF Station),RAF Station
FRM,Fairmont,US,FRM,Fairmont,
YCZ,Fairmount Springs,CA,YCZ,Fairmount Springs,
ZFW,Fairview,CA,ZFW,Fairview,
LYP,Faisalabad,PK,LYP,Faisalabad,
FBD,Faizabad,AF,FBD,Faizabad,
FAJ,Fajardo,PR,FAJ,Fajardo,
FKQ,Fak Fak,ID,FKQ,Fak Fak,
FHZ,Fakahina,PF,FHZ,Fakahina,
FAV,Fakarava,PF,FAV,Fakarava,
FKH,Fakenham,GB,FKH,Fakenham (Sculthorp RAF),Sculthorp RAF
YOE,Falher,CA,YOE,Falher,
EWB,Fall River,US,EWB,Fall River,
NFL,Fallon,US,FLX,Fallon (Municipal),Municipal
NFL,Fallon,US,NFL,Fallon (NAS),NAS
FLJ,Falls Bay,US,FLJ,Falls Bay,
FLC,Falls Creek,AU,FLC,Falls Creek,
FMH,Falmouth,US,FMH,Falmouth (Otis AFB),Otis AFB
FAK,False Island,US,FAK,False Island,
KFP,False Pass,US,KFP,False Pass,
FNE,Fane,PG,FNE,Fane,
FGU,Fangatau,PF,FGU,Fangatau,
RVA,Farafangana,MG,RVA,Farafangana,
FAH,Farah,AF,FAH,Farah,
FAA,Faranah,GN,FAA,Faranah,
FWL,Farewell,US,FWL,Farewell,
FAR,Fargo,US,FAR,Fargo (Hector Field),Hector Field
FBL,Faribault,US,FBL,Faribault (Municipal),Municipal
FRG,Farmingdale,US,FRG,Farmingdale (Republic Field),Republic Field
FAM,Farmington,US,FAM,Farmington (Regional),Regional
FMN,Farmington,US,FMN,Farmington (Municipal),Municipal
FAB,Farnborough,GB,FAB,Farnborough,
FAO,Faro,PT,FAO,Faro,
ZFA,Faro,CA,ZFA,Faro,
FAE,Faroe Islands,FO,FAE,Faroe Islands (Vagar),Vagar
FAN,Farsund,NO,FAN,Farsund (Lista),Lista
FAZ,Fasa,IR,FAZ,Fasa,
FAS,Faskrudsfjordur,IS,FAS,Faskrudsfjordur,
FYT,Faya,TD,FYT,Faya,
FYV,Fayetteville,US,FYV,Fayetteville (Municipal (Drake Fld)),Municipal (Drake Fld)
FYV,Fayetteville,US,XNA,Fayetteville (Northwest Arkansas Rgn),Northwest Arkansas Rgn
FAY,Fayetteville,US,FAY,Fayetteville (Municipal),Municipal
FAY,Fayetteville,US,POB,Fayetteville (Pope AFB),Pope AFB
FYM,Fayetteville,US,FYM,Fayetteville (Municipal),Municipal
FGD,Fderik,MR,FGD,Fderik,
FEJ,Feijo,BR,FEJ,Feijo,
FEC,Feira De Santana,BR,FEC,Feira De Santana,
FRE,Fera Island,SB,FRE,Fera Island,
FRQ,Feramin,PG,FRQ,Feramin,
FEG,Fergana,UZ,FEG,Fergana,
FFM,Fergus Falls,US,FFM,Fergus Falls,
FER,Fergusons Gulf,KE,FER,Fergusons Gulf,
FEK,Ferkessedougou,CI,FEK,Ferkessedougou,
FEN,Fernando De Noronha,BR,FEN,Fernando De Noronha,
FEA,Fetlar,GB,FEA,Fetlar,
FEZ,Fez,MA,FEZ,Fez (Sais),Sais
WFI,Fianarantsoa,MG,WFI,Fianarantsoa,
FCB,Ficksburg,ZA,FCB,Ficksburg (Ficksburg Sentra Oes),Ficksburg Sentra Oes
FSC,Figari,FR,FSC,Figari (Sud Corse),Sud Corse
FLM,Filadelfia,PY,FLM,Filadelfia,
FIL,Fillmore,US,FIL,Fillmore (Municipal),Municipal
FZO,Filton,GB,FZO,Filton,
FNK,Fin Creek,US,FNK,Fin Creek,
FNH,Fincha,ET,FNH,Fincha,
FDY,Findlay,US,FDY,Findlay,
FIK,Finke,AU,FIK,Finke,
XFW,Finkenwerder,DE,XFW,Finkenwerder,
FLY,Finley,AU,FLY,Finley,
FIN,Finschhafen,PG,FIN,Finschhafen,
FIC,Fire Cove,US,FIC,Fire Cove,
FID,Fishers Island,US,FID,Fishers Island (Elizabeth Field),Elizabeth Field
FTI,Fitiuta,AS,FTI,Fitiuta,
FIZ,Fitzroy Crossing,AU,FIZ,Fitzroy Crossing,
FIV,Five Finger,US,FIV,Five Finger,
FMC,Five Mile,US,FMC,Five Mile,
FMG,Flamingo,CR,FMG,Flamingo,
FLT,Flat,US,FLT,Flat,
FLI,Flateyri,IS,FLI,Flateyri,
FXM,Flaxman Island,US,FXM,Flaxman Island,
XYI,Flen,SE,XYI,Flen,
FLF,Flensburg,DE,FLF,Flensburg (Schaferhaus),Schaferhaus
YFO,Flin Flon,CA,YFO,Flin Flon,
FLS,Flinders Island,AU,FLS,Flinders Island,
FNT,Flint,US,FNT,Flint (Bishop),Bishop
FLP,Flippin,US,FLP,Flippin,
FVL,Flora Valley,AU,FVL,Flora Valley (Flora Valey),Flora Valey
MSL,Florence,US,MSL,Florence,
FLR,Florence,IT,FLR,Florence (Peretola),Peretola
FMU,Florence,US,FMU,Florence (Municipal),Municipal
FLO,Florence,US,FLO,Florence,
FLA,Florencia,CO,FLA,Florencia (Capitolio),Capitolio
FRS,Flores,GT,FRS,Flores (Santa Elena),Santa Elena
FLW,Flores Island,PT,FLW,Flores Island (Santa Cruz),Santa Cruz
FLB,Floriano,BR,FLB,Floriano (Cangapara),Cangapara
FLN,Florianopolis,BR,FLN,Florianopolis (Hercilio Luz),Hercilio Luz
FRO,Floro,NO,FRO,Floro (Flora),Flora
FLH,Flotta,GB,FLH,Flotta,
FOG,Foggia,IT,FOG,Foggia (Gino Lisa),Gino Lisa
NHX,Foley,US,NHX,Foley (Barin Olf Osn),Barin Olf Osn
ZFD,Fond Du Lac,CA,ZFD,Fond Du Lac,
FLD,Fond Du Lac,US,FLD,Fond Du Lac,
YFG,Fontanges,CA,YFG,Fontanges,
FRB,Forbes,AU,FRB,Forbes,
FDE,Forde,NO,FDE,Forde (Bringeland),Bringeland
FXY,Forest City,US,FXY,Forest City (Municipal),Municipal
FOP,Forest Park,US,FOP,Forest Park (Morris AAF),Morris AAF
YFE,Forestville,CA,YFE,Forestville,
FRL,Forli,IT,FRL,Forli (Luigi Ridolfi),Luigi Ridolfi
FMA,Formosa,AR,FMA,Formosa (El Pucu),El Pucu
FSS,Forres,GB,FSS,Forres (Kinloss),Kinloss
FOS,Forrest,AU,FOS,Forrest,
FCY,Forrest City,US,FCY,Forrest City (Municipal),Municipal
FVR,Forrest River,AU,FVR,Forrest River,
FOT,Forster,AU,FOT,Forster,
YFA,Fort Albany,CA,YFA,Fort Albany,
DAA,Fort Belvoir,US,DAA,Fort Belvoir (Davison AAF),Davison AAF
LSF,Fort Benning,US,LSF,Fort Benning (Lawson AAF),Lawson AAF
FOB,Fort Bragg,US,FOB,Fort Bragg,
FBG,Fort Bragg,US,FBG,Fort Bragg (Simmons AAF),Simmons AAF
FBR,Fort Bridger,US,FBR,Fort Bridger,
CCA,Fort Chaffee,US,CCA,Fort Chaffee (Chaffee AFB),Chaffee AFB
YPY,Fort Chipewyan,CA,YPY,Fort Chipewyan,
FNL,Fort Collins/Loveland,US,FNL,Fort Collins/Loveland (Municipal),Municipal
FTU,Fort Dauphin,MG,FTU,Fort Dauphin (Marillac),Marillac
FDF,Fort De France,MQ,FDF,Fort De France (Lamentin),Lamentin
WRI,Fort Dix,US,WRI,Fort Dix (Mc Guire AFB),Mc Guire AFB
FOD,Fort Dodge,US,FOD,Fort Dodge,
FAF,Fort Eustis,US,FAF,Fort Eustis (Felker AAF),Felker AAF
YAG,Fort Frances,CA,YAG,Fort Frances (Municipal),Municipal
YGH,Fort Good Hope,CA,YGH,Fort Good Hope,
YFH,Fort Hope,CA,YFH,Fort Hope,
FHU,Fort Huachuca,US,FHU,Fort Huachuca (Libby AAF),Libby AAF
MUI,Fort Indiantown,US,MUI,Fort Indiantown (Muir AAF),Muir AAF
BYS,Fort Irwin,US,BYS,Fort Irwin (Bicycle Lake AAF),Bicycle Lake AAF
RBN,Fort Jefferson,US,RBN,Fort Jefferson,
FTK,Fort Knox,US,FTK,Fort Knox (Godman AAF),Godman AAF
HOW,Fort Kobbe,PA,HOW,Fort Kobbe (Howard AFB),Howard AFB
FLL,Fort Lauderdale,US,FXE,Fort Lauderdale (Executive),Executive
FLL,Fort Lauderdale,US,FLL,Fort Lauderdale (International),International
FLV,Fort Leavenworth,US,FLV,Fort Leavenworth (Sherman AAF),Sherman AAF
TBN,Fort Leonard Wood,US,TBN,Fort Leonard Wood (Forney AAF),Forney AAF
YJF,Fort Liard,CA,YJF,Fort Liard,
HZP,Fort Mackay,CA,HZP,Fort Mackay (Horizon),Horizon
FMS,Fort Madison,US,FMS,Fort Madison (Municipal),Municipal
YMM,Fort Mcmurray,CA,YMM,Fort Mcmurray,
ZFM,Fort Mcpherson,CA,ZFM,Fort Mcpherson,
FME,Fort Meade,US,FME,Fort Meade (Tipton AAF),Tipton AAF
FMY,Fort Myers,US,FMY,Fort Myers (Page Field),Page Field
FMY,Fort Myers,US,RSW,Fort Myers (Southwest Florida Reg),Southwest Florida Reg
YYE,Fort Nelson,CA,YYE,Fort Nelson,
FPR,Fort Pierce,US,FPR,Fort Pierce (St Lucie County),St Lucie County
POE,Fort Polk,US,POE,Fort Polk (Polk AAF),Polk AAF
YFL,Fort Reliance,CA,YFL,Fort Reliance,
YFR,Fort Resolution,CA,YFR,Fort Resolution,
FRN,Fort Richardson,US,FRN,Fort Richardson (Bryant AAF),Bryant AAF
FRI,Fort Riley,US,FRI,Fort Riley (Marshall AAF),Marshall AAF
FSK,Fort Scott,US,FSK,Fort Scott (Municipal),Municipal
YER,Fort Severn,CA,YER,Fort Severn,
FSN,Fort Sheridan,US,FSN,Fort Sheridan (Haley AAF),Haley AAF
FSI,Fort Sill,US,FSI,Fort Sill (Henry Post AAF),Henry Post AAF
YFS,Fort Simpson,CA,YFS,Fort Simpson,
FSM,Fort Smith,US,FSM,Fort Smith (Municipal),Municipal
YSM,Fort Smith,CA,YSM,Fort Smith,
YXJ,Fort St John,CA,YXJ,Fort St John,
FST,Fort Stockton,US,FST,Fort Stockton (Pecos County),Pecos County
FSU,Fort Sumner,US,FSU,Fort Sumner,
FWA,Fort Wayne,US,FWA,Fort Wayne (Municipal/Baer Field),Municipal/Baer Field
FWA,Fort Wayne,US,SMD,Fort Wayne (Smith Field),Smith Field
DFW,Fort Worth,US,FWH,Fort Worth (Carswell AFB),Carswell AFB
DFW,Fort Worth,US,DFW,Fort Worth (Dallas/FT Worth Intl),Dallas/FT Worth Intl
DFW,Fort Worth,US,AFW,Fort Worth (Fort Worth Alliance),Fort Worth Alliance
FTW,Fort Worth,US,FTW,Fort Worth (Meacham Field),Meacham Field
FYU,Fort Yukon,US,FYU,Fort Yukon,
FOR,Fortaleza,BR,FOR,Fortaleza (Pinto Martins),Pinto Martins
FON,Fortuna,CR,FON,Fortuna,
FTL,Fortuna Ledge,US,FTL,Fortuna Ledge,
FSL,Fossil Downs,AU,FSL,Fossil Downs,
FOU,Fougamou,GA,FOU,Fougamou,
FOA,Foula,GB,FOA,Foula,
FOM,Foumban,CM,FOM,Foumban,
FOX,Fox,US,FOX,Fox,
FGL,Fox Glacier,NZ,FGL,Fox Glacier,
YFX,Fox Harbour (St Lewis),CA,YFX,Fox Harbour (St Lewis),
FOY,Foya,LR,FOY,Foya,
FRC,Franca,BR,FRC,Franca,
MVB,Franceville,GA,MVB,Franceville (Franceville/Mvengue),Franceville/Mvengue
FBE,Francisco Beltrao,BR,FBE,Francisco Beltrao,
FRW,Francistown,BW,FRW,Francistown,
FFT,Frankfort,US,FFT,Frankfort (Capital City),Capital City
FRA,Frankfurt,DE,HHN,Frankfurt (Hahn),Hahn
FRA,Frankfurt,DE,FRA,Frankfurt (International),International
FRA,Frankfurt,DE,QGV,Frankfurt (Neu Isenburg),Neu Isenburg
FRA,Frankfurt,DE,FRF,Frankfurt (Rhein-Main AFB),Rhein-Main AFB
FKL,Franklin,US,FKL,Franklin (Chess-Lambertin),Chess-Lambertin
FKN,Franklin,US,FKN,Franklin (Municipal),Municipal
WHO,Franz Josef,NZ,WHO,Franz Josef,
FDK,Frederick,US,FDK,Frederick (Municipal),Municipal
FDR,Frederick,US,FDR,Frederick (Municipal),Municipal
YFC,Fredericton,CA,YFC,Fredericton,
FPO,Freeport,BS,FPO,Freeport (Grand Bahama Intl),Grand Bahama Intl
FEP,Freeport,US,FEP,Freeport (Albertus),Albertus
FNA,Freetown,SL,HGS,Freetown (Hastings),Hastings
FNA,Freetown,SL,FNA,Freetown (Lungi International),Lungi International
FRK,Fregate Is,SC,FRK,Fregate Is,
FAQ,Freida River,PG,FAQ,Freida River,
FRJ,Frejus,FR,FRJ,Frejus,
FET,Fremont,US,FET,Fremont (Municipal),Municipal
FRH,French Lick,US,FRH,French Lick (Municipal),Municipal
WFK,Frenchville,US,WFK,Frenchville,
FRP,Fresh Water Bay,US,FRP,Fresh Water Bay,
FAT,Fresno,US,FCH,Fresno (Chandler),Chandler
FAT,Fresno,US,FAT,Fresno (Yosemite Intl),Yosemite Intl
FIG,Fria,GN,FIG,Fria,
FBS,Friday Harbor,US,FBS,Friday Harbor (Sea Plane Base),Sea Plane Base
FRD,Friday Harbor,US,FRD,Friday Harbor,
FDH,Friedrichshafen,DE,FDH,Friedrichshafen,
FRZ,Fritzlar,DE,FRZ,Fritzlar (Fritzlar Airbase),Fritzlar Airbase
FRR,Front Royal,US,FRR,Front Royal (Warren County),Warren County
FRT,Frutillar,CL,FRT,Frutillar,
FRY,Fryeburg,US,FRY,Fryeburg,
FGR,Fuengirola,ES,FGR,Fuengirola,
FEL,Fuerstenfeldbruck,DE,FEL,Fuerstenfeldbruck,
OLK,Fuerte Olimpo,PY,OLK,Fuerte Olimpo,
FUE,Fuerteventura,ES,FUE,Fuerteventura,
FUJ,Fukue,JP,FUJ,Fukue,
FKJ,Fukui,JP,FKJ,Fukui,
FUK,Fukuoka,JP,FUK,Fukuoka,
FKS,Fukushima,JP,FKS,Fukushima,
FUB,Fulleborn,PG,FUB,Fulleborn,
FUL,Fullerton,US,FUL,Fullerton (Municipal),Municipal
FUM,Fuma,PG,FUM,Fuma,
FUN,Funafuti Atol,TV,FUN,Funafuti Atol (International),International
FNR,Funter Bay,US,FNR,Funter Bay (Sea Plane Base),Sea Plane Base
FUO,Fuoshan,CN,FUO,Fuoshan,
FFU,Futaleufu,CL,FFU,Futaleufu,
FTA,Futuna Island,VU,FTA,Futuna Island,
FUT,Futuna Island,WF,FUT,Futuna Island,
FUG,Fuyang,CN,FUG,Fuyang,
FYN,Fuyun,CN,FYN,Fuyun,
FOC,Fuzhou,CN,FOC,Fuzhou,
GAB,Gabbs,US,GAB,Gabbs,
GAE,Gabes,TN,GAE,Gabes,
GBE,Gaborone,BW,GBE,Gaborone (Sir Seretse Khama Int),Sir Seretse Khama Int
GCH,Gachsaran,IR,GCH,Gachsaran,
GAD,Gadsden,US,GAD,Gadsden (Municipal),Municipal
GAF,Gafsa,TN,GAF,Gafsa,
GAV,Gag Island,ID,GAV,Gag Island,
GAG,Gage,US,GAG,Gage,
YCX,Gagetown,CA,YCX,Gagetown,
GGN,Gagnoa,CI,GGN,Gagnoa,
YGA,Gagnon,CA,YGA,Gagnon,
GNV,Gainesville,US,GNV,Gainesville (Regional),Regional
GVL,Gainesville,US,GVL,Gainesville (Lee Gilmer Memorial),Lee Gilmer Memorial
GLE,Gainesville,US,GLE,Gainesville (Municipal),Municipal
GAI,Gaithersburg,US,GAI,Gaithersburg (Montgomery County),Montgomery County
GAK,Gakona,US,GAK,Gakona,
GOY,Gal Oya,LK,GOY,Gal Oya (Amparai),Amparai
GPS,Galapagos Is,EC,GPS,Galapagos Is (Baltra),Baltra
GBH,Galbraith Lake,US,GBH,Galbraith Lake,
GLK,Galcaio,SO,GLK,Galcaio,
GLX,Galela,ID,GLX,Galela,
GAL,Galena,US,GAL,Galena,
GBG,Galesburg,US,GBG,Galesburg,
GQQ,Galion,US,GQQ,Galion,
GEV,Gallivare,SE,GEV,Gallivare,
GUP,Gallup,US,GUP,Gallup (Senator Clark),Senator Clark
GLS,Galveston,US,GLS,Galveston (Scholes Field),Scholes Field
GWY,Galway,IE,GWY,Galway (Carnmore),Carnmore
GRA,Gamarra,CO,GRA,Gamarra,
GAX,Gamba,GA,GAX,Gamba,
GMB,Gambela,ET,GMB,Gambela,
GAM,Gambell,US,GAM,Gambell,
GMR,Gambier Is,PF,GMR,Gambier Is,
GMM,Gamboma,CG,GMM,Gamboma,
GBP,Gamboola,AU,GBP,Gamboola,
GAN,Gan Island,MV,GAN,Gan Island (Gan/Seenu),Gan/Seenu
GDJ,Gandajika,CD,GDJ,Gandajika,
YQX,Gander,CA,YQX,Gander,
GEK,Ganes Creek,US,GEK,Ganes Creek,
GAW,Gangaw,MM,GAW,Gangaw,
YGG,Ganges Harbor,CA,YGG,Ganges Harbor,
KAG,Gangneung,KR,KAG,Gangneung,
KOW,Ganzhou,CN,KOW,Ganzhou,
GAQ,Gao,ML,GAQ,Gao,
XGA,Gaoua,BF,XGA,Gaoua,
GAT,Gap,FR,GAT,Gap (Tallard),Tallard
GBB,Gara Djebilet,DZ,GBB,Gara Djebilet,
GHE,Garachine,PA,GHE,Garachine,
